"code_site";"code_station";"grandeur_hydro";"date_debut_serie";"date_fin_serie";"statut_serie";"code_systeme_alti_serie";"date_obs";"resultat_obs";"code_methode_obs";"libelle_methode_obs";"code_qualification_obs";"libelle_qualification_obs";"continuite_obs_hydro";"longitude";"latitude"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T18:00:00Z";"4";"31";"2024-07-27T17:40:00Z";"192000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T18:00:00Z";"4";"31";"2024-07-27T17:30:00Z";"1943.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T18:00:00Z";"4";"31";"2024-07-27T17:30:00Z";"192000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T18:00:00Z";"4";"31";"2024-07-27T17:20:00Z";"1947.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T18:00:00Z";"4";"31";"2024-07-27T17:20:00Z";"198000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T18:00:00Z";"4";"31";"2024-07-27T17:10:00Z";"1942.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T18:00:00Z";"4";"31";"2024-07-27T17:10:00Z";"191000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T17:00:00Z";"1946.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T17:00:00Z";"197000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:50:00Z";"1948.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:50:00Z";"199000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:40:00Z";"1953.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:40:00Z";"205000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:30:00Z";"1950.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:30:00Z";"202000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:20:00Z";"1942.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:20:00Z";"191000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:10:00Z";"1936.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T17:00:00Z";"4";"31";"2024-07-27T16:10:00Z";"183000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T16:00:00Z";"1947.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T16:00:00Z";"198000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:50:00Z";"1953.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:50:00Z";"205000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:40:00Z";"1952.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:40:00Z";"204000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:30:00Z";"1946.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:30:00Z";"197000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:20:00Z";"1952.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:20:00Z";"204000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:10:00Z";"1950.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T16:00:00Z";"4";"31";"2024-07-27T15:10:00Z";"202000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T15:00:00Z";"1963.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T15:00:00Z";"215000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:50:00Z";"1947.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:50:00Z";"198000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:40:00Z";"1952.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:40:00Z";"204000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:30:00Z";"1955.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:30:00Z";"207000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:20:00Z";"1952.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:20:00Z";"204000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:10:00Z";"1953.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T15:00:00Z";"4";"31";"2024-07-27T14:10:00Z";"205000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T14:00:00Z";"1952.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T14:00:00Z";"204000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:50:00Z";"1958.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:50:00Z";"210000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:40:00Z";"1963.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:40:00Z";"215000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:30:00Z";"1966.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:30:00Z";"218000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:20:00Z";"1960.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:20:00Z";"212000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:10:00Z";"1967.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T14:00:00Z";"4";"31";"2024-07-27T13:10:00Z";"219000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T13:00:00Z";"1967.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T13:00:00Z";"219000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:50:00Z";"1971.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:50:00Z";"223000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:40:00Z";"1962.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:40:00Z";"214000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:30:00Z";"1957.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:30:00Z";"209000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:20:00Z";"1967.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:20:00Z";"219000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:10:00Z";"1960.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T13:00:00Z";"4";"31";"2024-07-27T12:10:00Z";"212000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T12:00:00Z";"1963.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T12:00:00Z";"215000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:50:00Z";"1961.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:50:00Z";"213000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:40:00Z";"1966.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:40:00Z";"218000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:30:00Z";"1961.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:30:00Z";"213000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:20:00Z";"1961.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:20:00Z";"213000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:10:00Z";"1961.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T12:00:00Z";"4";"31";"2024-07-27T11:10:00Z";"213000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T11:00:00Z";"1961.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T11:00:00Z";"213000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:50:00Z";"1961.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:50:00Z";"213000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:40:00Z";"1960.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:40:00Z";"212000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:30:00Z";"1960.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:30:00Z";"212000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:20:00Z";"1958.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:20:00Z";"210000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:10:00Z";"1963.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T11:00:00Z";"4";"31";"2024-07-27T10:10:00Z";"215000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T10:00:00Z";"1960.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T10:00:00Z";"212000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:50:00Z";"1962.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:50:00Z";"214000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:40:00Z";"1956.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:40:00Z";"208000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:30:00Z";"1963.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:30:00Z";"215000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:20:00Z";"1952.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:20:00Z";"204000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:10:00Z";"1968.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T10:00:00Z";"4";"31";"2024-07-27T09:10:00Z";"220000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T09:00:00Z";"1955.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T09:00:00Z";"207000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:50:00Z";"1960.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:50:00Z";"212000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:40:00Z";"1955.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:40:00Z";"207000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:30:00Z";"1963.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:30:00Z";"215000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:20:00Z";"1960.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:20:00Z";"212000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:10:00Z";"1960.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T09:00:00Z";"4";"31";"2024-07-27T08:10:00Z";"212000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"H";"2024-07-27T00:10:00Z";"2024-07-27T08:00:00Z";"4";"31";"2024-07-27T08:00:00Z";"1963.0";"0";"Mesure";"16";"Non qualifiée";"true";"4.87504816603871";"46.78800780303116"
"U3120010";"U312001001";"Q";"2024-07-27T00:10:00Z";"2024-07-27T08:00:00Z";"4";"31";"2024-07-27T08:00:00Z";"215000.0";"12";"Interpolation";"12";"Douteuse";"true";"4.87504816603871";"46.78800780303116"
